item_id,order_id,product_id,quantity,unit_price,discount_percent
1062,39,499,4,860.8,2
1063,673,369,3,24062.72,17
1064,25,230,2,40555.63,2
1066,733,46,1,29982.84,29
1067,841,462,2,18689.36,35
1068,554,298,3,20208.6,29
1069,356,385,2,44493.57,34
1071,947,277,4,43117.64,10
1073,554,294,2,7148.16,13
1074,845,451,1,5771.62,32
1075,558,131,1,46738.36,10
1076,758,167,3,36646.36,23
1077,562,202,5,11109.76,22
1078,768,330,1,22791.97,12
1080,248,278,3,31984.78,12
1082,69,184,1,33146.94,0
1083,715,107,3,15328.57,39
1084,604,348,5,24668.41,2
1085,512,243,1,43086.51,24
1086,771,301,1,31087.54,22
1087,972,195,4,2125.84,31
1088,778,48,4,4331.64,40
1089,945,124,4,30259.71,30
1090,36,438,5,22669.71,39
1091,421,346,2,39085.58,32
1092,456,357,2,28339.49,34
1093,670,358,3,25933.47,11
1094,924,308,2,16704.5,7
1095,704,249,1,12602.32,24
1096,795,23,2,15253.38,14
1097,349,118,5,35748.63,7
1098,104,485,2,30339.26,1
1100,651,143,4,21927.3,27
1101,69,341,3,18010.6,25
1102,520,83,2,4501.6,11
1103,681,135,5,23998.41,11
1105,765,262,1,39446.74,7
1106,538,156,5,44043.16,8
1107,328,97,4,33269.01,30
1108,491,325,2,31426.08,4
1109,150,390,5,3586.1,32
1110,75,212,2,42020.59,23
1111,961,386,3,21707.18,20
1112,800,477,2,18809.38,28
1113,621,66,2,24072.42,32
1114,911,267,2,14523.86,4
1115,444,44,4,35282.82,9
1116,792,144,3,23332.45,21
1117,311,158,5,42797.87,30
1118,524,473,5,34172.75,38
1119,677,47,2,34632.92,21
1120,546,138,1,46721.21,18
1121,609,166,3,45379.44,36
1122,196,172,3,25980.05,26
1123,286,97,4,38462.04,8
1124,822,352,3,18202.05,34
1125,567,89,4,6037.1,18
1126,654,426,5,17001.13,31
1128,350,64,5,48332.38,35
1130,598,102,5,13431.92,27
1131,644,224,5,19466.86,7
1132,144,28,3,2243.52,4
1133,285,402,5,4975.35,27
1134,210,58,5,17012.77,39
1135,737,113,4,30991.93,36
1136,770,122,5,7754.8,35
1137,599,495,2,41290.94,13
1139,829,209,1,11204.48,29
1140,625,144,2,5547.87,15
1141,688,435,5,19457.82,13
1142,238,228,1,22237.87,24
1144,448,11,5,25051.8,39
1145,398,74,5,35232.13,38
1146,858,207,4,10515.12,20
1147,362,461,2,11698.59,38
1148,899,289,1,12354.83,4
1149,464,177,1,18104.12,1
1150,503,46,4,21980.64,22
1151,235,87,3,11113.01,37
1152,661,434,5,2007.41,24
1153,374,469,2,8105.93,39
1154,713,478,3,12906.24,9
1155,301,469,4,9463.8,26
1156,320,48,1,31123.04,36
1157,671,241,2,47112.4,10
1160,741,126,5,39388.04,20
1161,876,11,3,25145.47,3
1162,404,434,1,6788.09,38
1163,855,233,3,8922.22,7
1164,731,35,5,49146.24,8
1165,1,347,5,37762.08,35
1167,806,269,4,46856.13,10
1168,516,106,2,3856.17,23
1169,863,196,5,18922.02,23
1170,25,111,2,21889.77,40
1171,769,384,5,7164.29,19
1172,406,463,1,22063.5,31
1173,409,105,4,23272.31,26
1174,983,473,2,5243.99,23
1175,55,447,4,21782.44,38
1176,302,21,5,46712.06,30
1177,70,260,2,8464.08,6
1178,150,13,5,25573.43,40
1179,534,409,4,30723.72,22
1180,637,265,3,29363.93,28
1181,777,400,5,27489.89,36
1182,519,194,2,16641.57,28
1184,632,23,4,15284.93,8
1185,200,423,2,44181.7,27
1187,272,469,1,49063.62,31
1188,117,176,4,30916.56,23
1189,872,281,3,44480.68,21
1190,647,350,5,41800.86,37
1191,533,126,5,11464.7,1
1192,445,154,3,25043.94,25
1193,53,132,3,5503.54,9
1194,569,128,2,23324.51,9
1195,949,212,5,37177.67,26
1196,581,320,1,24162.45,4
1197,794,418,1,21721.95,26
1198,485,61,3,15538.77,31
1199,901,208,4,21619.26,15
1200,294,307,2,16491.72,24
1201,874,378,1,622.8,34
1202,439,407,1,40443.3,9
1204,683,159,1,16641.06,2
1206,919,304,4,14713.14,33
1207,74,237,3,30387.15,16
1208,162,311,5,11344.84,18
1209,33,356,3,23738.48,28
1210,368,362,3,40768.97,26
1211,827,108,3,12185.93,9
1212,721,449,1,6062.36,6
1214,245,477,4,32286.69,35
1216,401,431,1,42682.77,16
1217,399,495,4,19994.98,20
1218,461,363,3,21232.95,20
1219,982,95,5,570.45,10
1220,978,172,1,7578.76,8
1221,246,465,4,10272.32,11
1223,382,423,1,48469.85,12
1224,217,201,5,44501.4,37
1225,628,487,2,36617.3,2
1226,466,276,5,49840.15,29
1227,46,322,1,48261.27,4
1228,486,469,4,44241.52,36
1229,237,136,5,15154.07,2
1232,822,280,5,47007.86,1
1233,514,340,3,2749.55,37
1234,219,60,5,42790.65,24
1235,575,103,2,907.73,27
1236,82,11,2,5153.1,16
1237,174,464,3,21437.18,10
1239,71,437,2,46867.72,15
1240,68,59,3,38292.03,21
1241,125,63,5,24165.85,39
1242,285,181,3,8984.65,12
1243,559,318,1,40257.89,5
1244,65,418,3,34538.58,12
1246,107,98,4,31129.54,30
1248,571,189,4,10115.83,2
1249,38,9,1,49385.59,23
1250,665,442,1,23281.37,8
1251,864,60,5,29725.7,30
1252,507,175,5,6163.7,2
1253,806,275,3,41143.8,18
1254,40,341,1,48211.08,8
1255,713,144,4,17129.07,26
1256,77,158,3,36983.69,26
1257,24,365,3,4835.2,8
1258,954,186,5,5846.03,16
1259,787,109,1,29194.96,5
1260,238,282,3,37791.06,5
1261,832,280,5,15000.88,35
1262,674,21,4,15732.23,26
1263,96,71,3,3623.63,37
1264,5,415,4,18184.18,34
1265,110,459,5,39746.53,5
1267,482,491,2,41144.35,32
1268,245,449,1,13811.06,12
1269,505,314,1,33410.74,12
1270,845,499,3,29620.35,37
1271,295,64,5,35403.84,16
1272,664,208,1,29618.72,16
1273,708,298,2,6174.87,15
1274,136,382,2,2518.9,4
1275,701,58,2,28813.82,13
1276,735,175,1,10475.41,9
1277,151,167,1,48867.05,24
1278,676,104,3,42916.26,9
1280,502,130,3,352.26,29
1281,163,269,1,14595.83,26
1283,485,233,5,17522.58,14
1284,461,494,3,19651.63,10
1286,225,479,5,7405.67,17
1287,739,140,3,43127.72,33
1289,248,388,3,47892.41,35
1290,877,322,5,24952.43,33
1291,4,354,1,38530.39,26
1292,582,56,4,36684.42,27
1293,258,322,3,20217.29,38
1294,579,320,1,9974.18,15
1295,333,389,3,12210.12,21
1297,237,212,1,26842.04,4
1298,106,70,5,11192.46,13
1299,224,471,1,29457.48,7
1300,288,48,4,17172.55,15
1301,627,275,3,37371.6,15
1302,46,337,3,37914.85,0
1303,949,455,2,16671.06,5
1304,516,219,5,34879.68,22
1306,22,81,2,11864.13,2
1307,751,152,2,23150.58,28
1308,232,468,1,36258.28,23
1309,643,222,3,7865.69,4
1312,158,417,4,8476.22,33
1313,731,478,5,29665.81,37
1314,338,305,2,26735.82,36
1315,221,429,4,39776.88,17
1316,324,409,2,38636.11,1
1318,119,118,2,36902.78,34
1319,973,466,5,32552.83,8
1320,55,410,5,6496.07,3
1321,521,124,5,27042.34,5
1322,348,171,1,27535.59,11
1323,46,405,2,11181.29,40
1324,92,217,5,36101.81,34
1326,31,397,1,33311.13,1
1327,884,85,1,37926.41,40
1328,600,413,2,5093.38,34
1331,88,296,2,27092.67,18
1332,503,423,1,38208.79,32
1333,637,21,3,25455.76,29
1335,354,265,1,13898.95,9
1336,415,77,1,39925.47,32
1337,234,188,3,15644.29,10
1339,417,315,4,28001.47,39
1340,364,399,1,31885.0,33
1341,190,25,1,46421.3,25
1342,259,469,1,26558.62,0
1343,268,330,3,9036.76,30
1344,511,194,2,35965.43,12
1345,542,80,4,33715.39,9
1346,714,268,3,28656.74,19
1348,378,54,5,15617.33,16
1350,400,444,3,43698.65,11
1351,413,350,3,9510.37,12
1352,983,241,1,18988.1,26
1353,812,492,3,40773.15,32
1354,939,189,2,12223.88,32
1355,532,498,3,6885.84,39
1357,245,392,2,41232.09,12
1358,849,363,5,6284.58,14
1359,827,365,1,30072.79,33
1360,478,311,1,48784.39,15
1361,608,69,2,20368.73,20
1362,232,371,4,4026.66,5
1363,941,493,5,16506.57,24
1364,98,399,5,27716.98,33
1367,251,360,3,24968.11,18
1368,843,465,1,20892.44,0
1369,904,313,2,39645.71,8
1370,908,414,3,6334.05,33
1371,655,150,3,11447.04,25
1372,543,388,1,49847.26,12
1373,175,311,2,30177.84,9
1374,76,215,3,4021.88,16
1375,957,275,3,20480.95,2
1376,850,173,1,12034.9,25
1377,439,50,1,6002.33,8
1378,437,484,1,9808.34,3
1379,533,453,3,30449.88,1
1380,396,482,4,37309.03,6
1382,522,249,4,31393.64,31
1383,435,269,2,41603.3,18
1384,768,459,1,27815.63,33
1385,459,245,3,43169.12,35
1386,755,109,2,11840.62,23
1387,630,190,1,22686.39,1
1388,621,290,5,29126.01,4
1389,823,9,5,35789.71,28
1390,262,307,2,35366.85,39
1391,966,193,5,43505.08,18
1392,851,382,5,36541.96,29
1393,92,402,3,18435.79,24
1394,653,290,2,5326.61,1
1395,791,406,3,48747.72,12
1396,977,430,2,39060.68,14
1397,302,287,4,48039.28,3
1399,121,16,4,32168.41,11
1400,768,371,5,11559.9,38
1401,226,333,5,12349.3,33
1404,625,435,1,39246.99,25
1405,605,223,5,33113.75,5
1406,803,209,5,31591.57,13
1407,16,426,4,34346.42,9
1408,785,173,5,49027.61,7
1409,258,77,3,12181.92,19
1410,871,427,1,47969.28,30
1411,771,264,1,21825.56,25
1412,930,60,1,41718.77,24
1413,516,417,1,30672.12,1
1414,50,314,4,32484.6,5
1415,301,165,1,2905.31,26
1417,643,144,3,13652.05,31
1418,452,30,3,35772.91,28
1419,907,211,4,33635.39,38
1420,141,382,5,43647.93,40
1421,846,83,4,28357.98,38
1423,270,233,2,11759.23,8
1424,978,88,3,10290.4,25
1426,695,195,5,5808.48,27
1427,244,254,3,27396.42,22
1428,386,457,2,33460.23,18
1429,315,87,1,43254.99,20
1430,49,23,4,48659.31,6
1431,442,105,1,34166.03,6
1433,684,427,2,8241.55,5
1434,900,94,5,5296.43,12
1435,268,280,4,17138.85,31
1437,896,435,2,25861.96,34
1439,983,302,4,27321.0,40
1440,439,359,1,3242.23,31
1441,242,76,5,43033.03,0
1442,374,44,4,33013.74,10
1443,185,82,3,4492.22,25
1446,667,293,2,7109.46,36
1448,241,402,5,27426.96,1
1450,709,369,5,29991.5,16
1451,520,311,2,17018.5,39
1452,525,146,1,17469.61,40
1453,559,226,1,4764.95,11
1454,241,245,4,9960.24,11
1455,27,400,4,4083.99,39
1456,66,273,4,24725.06,34
1457,154,259,5,24961.86,9
1458,858,101,3,24796.58,2
1459,810,1,3,20049.96,11
1460,699,357,2,13612.5,1
1461,680,200,3,19170.77,39
1462,340,345,5,6416.31,17
1463,922,138,3,12710.05,33
1464,403,181,4,41358.13,39
1465,302,69,2,34239.57,36
1466,868,114,4,43341.35,12
1467,560,175,5,20364.07,16
1468,82,390,3,17026.82,30
1469,183,496,3,28857.1,25
1470,969,312,2,39127.79,23
1471,105,364,5,19682.72,23
1472,27,490,4,19436.7,35
1474,8,346,5,44714.58,36
1475,77,307,1,24315.6,3
1476,204,138,3,39713.88,5
1477,859,167,4,14823.77,6
1478,335,374,2,8840.78,39
1479,908,434,4,47541.01,6
1480,244,24,4,999.63,39
1481,273,330,2,40158.65,18
1482,974,182,1,9030.77,24
1483,631,269,1,23749.81,3
1484,620,4,2,13729.76,8
1485,241,393,5,17546.15,10
1487,427,299,3,25420.68,28
1488,552,71,3,24737.05,21
1489,523,174,3,36697.81,27
1490,988,431,3,30759.66,11
1492,341,22,1,7965.97,19
1493,382,119,5,3822.86,15
1494,135,445,1,16005.37,13
1495,6,105,4,31744.21,27
1496,569,146,1,42585.88,33
1497,632,367,5,24633.34,31
1498,987,461,2,31938.63,28
1499,737,4,4,6660.88,32
1500,757,487,3,47942.84,33
1501,224,414,2,40854.53,8
1502,195,74,2,43957.47,0
1503,642,379,1,604.12,5
1504,533,105,3,35933.72,29
1505,354,207,2,26030.33,5
1506,682,246,2,23320.22,16
1507,765,248,5,6956.2,9
1508,884,317,1,4693.66,29
1509,392,53,5,19746.28,35
1510,890,331,4,23544.87,4
1511,469,368,2,36469.51,36
1512,672,475,2,1657.47,11
1513,177,110,5,37101.53,10
1514,979,337,4,42722.6,4
1515,656,122,5,44855.99,20
1516,669,439,2,44747.18,13
1517,328,63,3,24557.34,29
1518,755,414,4,19775.47,15
1522,683,467,4,24985.51,7
1523,220,488,3,28003.95,33
1524,249,386,1,48609.84,8
1525,813,89,1,2075.32,2
1526,272,482,4,34363.52,29
1527,532,351,5,10687.17,23
1528,684,274,2,19838.42,3
1529,818,143,1,48903.89,15
1530,945,438,1,39753.58,20
1531,113,84,3,47713.89,36
1533,798,340,5,1396.69,19
1534,204,314,5,41197.81,0
1536,624,325,2,7716.4,9
1537,119,474,1,35080.02,29
1538,420,311,2,38614.57,5
1539,119,468,4,9199.21,7
1540,633,176,4,33153.54,33
1541,779,319,2,37389.3,13
1542,38,173,2,10578.41,0
1543,677,54,3,7651.66,18
1545,538,296,3,33313.19,8
1546,154,431,4,41197.26,12
1547,718,430,3,39590.59,0
1548,825,66,5,39005.1,37
1549,509,233,1,6108.79,17
1550,196,277,3,18461.19,19
1551,781,133,2,47087.33,9
1552,27,217,4,6331.02,39
1553,166,31,5,8484.32,39
1554,63,442,1,29622.47,26
1555,234,484,3,45075.78,21
1556,328,351,2,31660.39,0
1557,228,31,3,6409.8,39
1559,463,190,3,22252.05,22
1560,381,129,2,24082.66,6
1561,141,2,3,5705.9,35
1562,61,107,5,1526.94,26
1563,568,391,4,47171.84,31
1564,166,265,1,5051.93,23
1565,459,369,5,5587.44,21
1566,722,22,1,20547.62,6
1567,253,497,2,2580.36,18
1568,370,103,3,40091.13,11
1570,881,361,3,21588.35,16
1571,509,171,1,10108.45,12
1572,622,430,4,21986.25,25
1573,448,33,1,26325.87,8
1574,717,137,1,20268.62,27
1575,103,13,3,37803.78,7
1576,52,64,4,45713.68,2
1577,21,279,3,38459.98,35
1578,70,440,5,35433.87,17
1580,624,426,5,29977.08,31
1581,952,253,5,32016.3,4
1582,204,417,4,20845.9,38
1583,570,196,1,47781.51,9
1584,222,293,1,13455.47,14
1585,851,108,3,36901.0,32
1586,686,467,3,5874.13,39
1589,840,211,2,2935.14,10
1590,677,339,1,31462.95,6
1591,871,410,5,4367.68,23
1592,701,305,5,25321.95,37
1594,516,261,3,1720.68,4
1595,994,156,4,26848.18,10
1596,777,378,3,46369.69,36
1597,451,6,3,27047.17,3
1598,832,243,5,16145.87,5
1599,849,44,2,15117.87,25
1600,94,262,1,44571.3,37
1601,277,287,5,45209.82,9
1602,475,344,4,46524.71,30
1603,681,182,3,11621.0,7
1604,265,217,1,5802.15,27
1605,46,91,5,24477.84,35
1606,572,399,4,46564.31,37
1607,818,328,4,2449.35,38
1608,949,193,3,19309.79,15
1609,738,137,5,22762.38,19
1610,156,174,1,5290.04,9
1611,164,125,3,41310.89,26
1613,273,117,5,30781.2,27
1614,141,386,4,26455.02,38
1615,590,33,1,4641.26,4
1616,220,388,1,49712.21,15
1617,367,84,5,49929.23,13
1618,732,369,2,20500.1,0
1619,350,131,2,16196.63,32
1620,97,185,1,45340.17,17
1621,769,316,2,5048.6,20
1623,427,380,1,24315.13,4
1624,791,294,3,37699.81,40
1625,43,237,1,41699.73,9
1626,100,265,4,42419.99,6
1627,807,471,3,19847.08,24
1628,970,276,4,30946.85,15
1629,716,282,4,22129.26,32
1630,391,302,1,13208.7,20
1631,823,70,1,36174.6,11
1632,60,127,4,34910.15,24
1633,911,243,3,4114.6,3
1634,233,285,5,40413.69,13
1635,432,332,4,6463.0,32
1636,594,195,3,24378.3,3
1637,26,70,5,15075.93,37
1638,257,193,3,34183.94,17
1639,805,221,5,24975.67,3
1640,335,420,3,39567.05,19
1641,323,227,3,17127.85,1
1642,585,494,3,11192.49,32
1643,825,439,4,39155.08,16
1644,819,438,4,31749.96,26
1645,345,324,1,16833.3,38
1647,877,93,2,48171.29,28
1648,439,243,4,15668.69,8
1649,783,54,1,4137.44,17
1650,727,498,1,42618.98,16
1651,547,4,4,38072.55,34
1652,16,203,5,24163.78,31
1653,573,305,1,44147.43,22
1654,455,140,1,22416.55,26
1655,812,218,2,3991.76,7
1656,942,118,2,36823.7,30
1658,50,326,3,8606.42,16
1659,971,344,3,27963.11,14
1660,516,386,3,49001.42,17
1661,49,335,4,18497.88,29
1662,347,40,2,5747.9,12
1663,158,276,4,30815.88,31
1664,699,462,1,38722.97,13
1665,249,16,2,9743.08,35
1666,552,460,2,23841.69,0
1667,671,199,1,48123.35,2
1668,262,312,2,49717.63,14
1669,333,137,5,31281.62,14
1671,759,203,1,22138.97,32
1672,294,177,1,49447.15,17
1673,261,219,3,2863.66,34
1674,216,244,3,30217.82,13
1675,462,329,5,34374.77,20
1676,247,234,1,48025.18,32
1677,677,412,5,31180.53,37
1678,436,80,5,44263.0,38
1679,63,360,3,6815.68,30
1680,108,130,4,18966.74,2
1681,830,494,5,19190.66,16
1683,167,53,2,7717.2,7
1684,662,472,4,40882.19,36
1685,216,474,5,2658.93,36
1686,571,23,2,40847.47,0
1688,445,261,1,42095.5,38
1689,688,63,4,757.96,5
1691,920,329,3,47181.59,37
1692,523,401,4,37603.54,35
1693,657,444,3,49125.61,20
1694,853,102,1,36720.1,1
1695,469,2,4,18628.9,17
1696,967,428,5,3911.74,1
1697,925,460,4,33488.41,27
1698,276,202,1,45823.77,19
1699,889,457,1,49657.25,14
1701,276,315,4,949.21,35
1702,779,151,4,27787.26,24
1703,548,82,5,19543.03,29
1705,580,339,5,32113.77,39
1706,75,220,3,9194.38,29
1707,865,12,4,34722.03,15
1708,130,452,1,35136.8,22
1709,466,426,5,43659.55,24
1710,16,3,1,38100.41,36
1711,378,185,1,16913.6,20
1712,995,149,4,35362.1,8
1713,500,39,5,5009.29,35
1714,149,207,5,47010.28,27
1715,273,245,2,16846.52,37
1716,77,188,3,13466.77,8
1717,108,191,3,24408.11,2
1718,327,433,5,28983.3,8
1719,865,364,4,28811.23,3
1720,65,461,2,17240.12,17
1721,974,70,2,14066.62,30
1722,182,455,5,36111.75,17
1723,6,485,4,45638.22,33
1724,188,124,3,4686.46,26
1725,75,407,5,38666.96,0
1726,494,329,3,34961.14,3
1727,94,313,3,9064.41,29
1728,908,219,1,4227.37,2
1729,762,292,4,6980.98,2
1730,34,349,4,932.35,30
1731,263,294,1,39303.34,35
1732,729,331,3,7214.29,36
1733,535,110,5,43287.18,26
1734,353,242,3,38346.36,26
1735,857,264,5,46299.63,30
1737,37,397,1,28161.72,39
1738,413,457,2,14979.14,23
1739,449,471,2,7738.92,33
1740,62,223,3,2138.11,27
1741,459,368,5,49823.5,19
1742,954,496,2,9008.46,14
1743,392,71,3,27101.57,21
1746,579,277,1,46858.48,20
1747,110,342,3,49507.62,6
1748,911,237,1,38989.68,24
1749,98,413,1,14887.61,28
1750,699,13,2,20424.92,39
1751,380,478,3,13548.85,5
1752,699,342,1,6934.61,28
1753,923,493,5,3164.15,10
1754,881,57,1,16995.58,11
1755,929,325,5,44551.72,21
1756,33,253,1,5174.67,28
1757,722,282,2,2665.97,22
1758,726,468,3,11683.86,4
1760,792,297,2,6102.17,17
1761,357,220,1,2471.24,39
1762,716,278,3,15134.62,39
1763,932,173,2,44048.91,39
1764,914,390,5,37552.13,23
1765,703,199,2,3718.95,3
1767,585,280,5,19465.5,28
1768,489,257,2,13499.38,8
1769,734,292,2,42444.25,19
1770,595,11,3,338.4,31
1771,470,5,2,11054.72,40
1772,357,195,1,15792.56,8
1773,921,276,3,12887.6,37
1774,63,77,5,11097.99,14
1776,41,24,4,17937.24,0
1777,653,212,5,25619.75,15
1778,15,202,1,22314.78,8
1779,632,172,3,47892.85,29
1781,882,304,2,38599.09,19
1782,172,124,2,21070.2,11
1784,262,356,4,29872.72,0
1785,930,432,1,8272.71,35
1786,7,87,4,5128.94,38
1787,743,467,1,26316.76,7
1788,535,352,4,18428.9,6
1789,445,109,1,26869.42,21
1790,564,292,5,37531.31,30
1791,172,265,1,2413.96,3
1792,769,246,3,26841.9,38
1794,931,142,2,16718.6,19
1795,888,71,1,8572.44,30
1797,949,485,2,7943.26,16
1798,91,336,4,10728.84,8
1799,947,34,5,21188.72,23
1800,592,345,2,6501.34,40
1802,225,255,2,18086.93,8
1803,713,100,2,2263.16,8
1804,516,209,3,12822.59,12
1805,3,407,1,29824.57,28
1806,468,50,4,30633.04,14
1807,136,307,1,4665.01,4
1808,481,484,5,8124.24,33
1809,224,432,1,48274.97,34
1810,841,84,5,7711.62,5
1811,821,8,1,25154.14,23
1812,416,214,3,42103.44,25
1813,472,359,1,19821.26,9
1814,87,31,4,15299.2,18
1815,798,19,3,22160.57,27
1816,401,97,3,35920.53,36
1817,427,193,3,8530.29,12
1818,133,452,4,41734.36,5
1819,303,211,3,33340.14,21
1820,964,78,3,5250.31,32
1821,871,253,1,47467.35,38
1822,974,477,1,20496.68,40
1823,246,293,1,34198.37,16
1824,226,455,3,6872.1,18
1825,970,342,2,3068.64,34
1826,242,487,3,40798.78,15
1827,80,271,3,25075.51,1
1829,939,408,3,22785.86,37
1830,730,483,3,45094.09,40
1831,344,224,3,18661.8,30
1832,878,305,4,38890.65,24
1833,986,144,4,6498.36,11
1835,948,157,5,25500.67,21
1836,190,403,5,47009.58,36
1837,391,437,4,46147.37,0
1838,465,189,3,38890.6,37
1839,122,417,4,14438.58,16
1840,667,460,2,8039.18,26
1842,464,235,2,11455.07,1
1843,31,272,1,41133.19,10
1844,146,282,1,22442.38,35
1845,288,497,2,32965.49,11
1846,444,133,5,13499.55,31
1847,50,84,2,43510.74,1
1848,709,421,3,7549.88,28
1849,474,350,5,16330.91,12
1850,200,32,1,32356.13,2
1851,948,417,3,22078.55,34
1852,65,266,3,32982.61,2
1853,38,350,2,9073.43,8
1854,68,434,3,47279.08,7
1855,436,294,3,34676.53,7
1856,788,322,4,34767.56,31
1857,169,194,2,31197.23,22
1858,727,370,4,1534.09,11
1859,590,177,4,6565.46,23
1860,990,76,2,8615.0,40
1861,710,316,4,9667.18,33
1862,618,437,1,23789.33,14
1863,801,219,2,4537.96,22
1865,47,404,4,47988.52,32
1866,827,51,2,905.14,7
1867,160,488,3,41216.61,35
1868,228,324,5,48103.05,5
1869,987,391,4,13254.49,16
1870,799,386,2,13280.25,9
1871,215,79,2,7253.39,10
1872,942,387,1,30449.92,16
1873,158,418,5,33317.2,40
1874,881,194,3,9315.42,39
1875,346,125,1,41689.18,40
1876,810,332,2,5914.07,3
1877,279,424,4,11968.47,31
1878,686,396,5,6276.83,35
1879,332,198,1,8890.84,3
1880,521,425,4,36060.74,23
1881,396,24,3,18204.3,16
1882,583,338,2,3551.18,5
1883,439,290,3,38368.07,21
1884,338,344,1,4747.93,24
1885,607,281,5,24933.23,11
1886,62,10,1,12830.32,27
1887,1000,444,1,32671.04,6
1888,140,38,1,47051.88,36
1889,250,318,4,20295.98,34
1890,581,489,4,26256.35,13
1891,76,119,4,4179.17,38
1892,789,346,4,38279.1,29
1893,983,274,5,31157.54,34
1894,431,351,2,28668.96,19
1896,32,94,5,11812.11,9
1897,47,432,5,1371.25,22
1898,498,289,3,32076.18,18
1900,314,153,4,28705.31,37
1901,461,104,1,19405.71,22
1902,437,170,1,1844.71,26
1903,251,20,2,29525.39,24
1904,999,493,4,23327.27,5
1905,113,71,5,28551.63,24
1907,184,83,1,23241.09,13
1908,437,315,1,14641.05,33
1909,636,314,5,19794.85,18
1910,424,170,2,37735.22,18
1911,764,406,3,44855.06,39
1912,125,386,5,30451.56,16
1913,283,452,3,13628.03,26
1915,513,371,5,46771.93,36
1916,686,479,5,13626.51,15
1917,162,390,1,28636.15,8
1918,63,390,1,2358.92,20
1919,309,147,5,31588.8,26
1920,380,399,5,6457.91,15
1922,152,422,2,1563.81,22
1923,110,443,1,23181.25,25
1924,886,170,5,29201.04,40
1925,694,221,1,48548.45,5
1926,945,134,2,35349.65,35
1927,306,114,3,4415.17,14
1928,957,105,3,14971.85,11
1929,196,380,2,6959.45,15
1930,200,209,3,10554.03,6
1932,801,406,1,45100.0,20
1933,728,144,2,19195.17,37
1934,983,498,1,24467.32,18
1935,66,155,2,10550.4,20
1936,60,428,5,18457.31,3
1937,168,144,5,21221.79,21
1938,186,386,3,46129.62,10
1939,204,320,5,39701.75,0
1941,236,240,2,22160.47,7
1942,687,418,4,733.17,27
1943,146,385,5,40728.77,15
1944,921,190,2,10688.35,5
1945,965,285,2,38525.21,31
1946,175,470,2,47547.91,8
1947,48,485,3,48615.83,37
1948,829,368,1,8319.6,10
1949,678,192,3,3112.79,26
1950,939,398,5,47930.38,30
1951,658,134,4,20813.21,39
1952,806,26,2,19438.6,40
1954,348,163,1,30020.1,37
1955,801,274,4,14231.02,16
1956,937,249,2,12605.37,12
1957,463,52,1,6673.54,5
1958,49,22,4,11938.17,22
1960,466,19,4,39937.3,14
1961,613,318,1,30939.08,22
1962,183,89,1,8940.04,31
1963,969,286,3,22829.29,10
1964,22,58,3,18908.89,24
1965,696,331,3,19248.51,12
1966,931,419,1,9936.0,18
1967,302,431,1,26024.53,32
1970,74,350,3,22520.11,16
1971,639,325,2,32965.04,10
1972,971,138,3,9412.33,31
1973,486,184,2,28448.49,1
1974,429,43,4,7259.64,38
1975,138,475,3,8051.86,37
1976,293,489,3,46461.07,26
1977,224,388,5,33309.06,37
1978,412,369,2,40655.73,26
1979,177,489,3,9158.29,27
1980,387,14,3,32386.1,35
1981,348,115,2,32804.12,2
1982,45,115,5,35277.75,10
1983,66,78,1,4899.19,11
1984,801,467,3,44195.1,23
1985,552,275,4,25075.28,25
1986,306,57,1,26635.75,16
1987,570,157,4,37553.81,0
1988,44,258,2,45795.2,31
1989,453,161,4,26134.89,24
1990,654,397,4,37318.72,38
1991,446,93,2,5767.29,9
1992,733,99,2,9314.48,19
1993,707,130,3,26688.5,7
1995,93,423,5,38065.5,37
1996,625,354,5,26436.93,10
1997,527,11,1,3039.25,27
1998,433,32,2,468.06,12
1999,766,203,3,9589.89,6
2000,4,92,1,13653.61,33
2001,921,284,1,34517.8,26
2002,863,290,2,38411.86,3
2003,62,84,5,41167.22,27
2005,904,345,5,39522.27,13
2006,220,43,4,25381.78,40
2007,117,385,5,41392.14,25
2008,182,283,1,15374.2,6
2009,1,259,2,39596.88,12
2010,922,345,5,27120.1,32
2011,749,237,3,36911.22,4
2012,542,459,1,24217.47,24
2013,98,371,4,18637.66,37
2015,789,228,2,47834.82,7
2016,472,304,1,21066.16,34
2017,659,255,3,9074.11,1
2018,734,193,2,18558.24,25
2019,547,182,2,28822.36,6
2022,783,297,3,43110.33,1
2023,456,317,4,20717.89,37
2024,312,203,4,24324.67,35
2025,4,352,5,34049.84,16
2026,573,146,5,20400.28,4
2027,977,434,5,15252.99,26
2028,474,323,4,17299.46,25
2029,751,195,5,14789.77,37
2030,547,406,3,30325.41,40
2031,528,88,1,6089.73,2
2032,168,205,4,14635.92,38
2033,924,274,5,41711.48,22
2035,195,157,1,33404.51,34
2036,565,135,5,41703.7,6
2039,105,105,5,1060.91,22
2040,397,290,5,9740.78,28
2042,936,272,1,23710.78,26
2043,900,324,1,37555.99,27
2044,382,139,1,45962.91,19
2045,973,481,2,2354.64,30
2046,281,476,4,20163.29,23
2047,169,404,1,38950.31,7
2048,332,447,5,23988.8,20
2049,955,438,2,9203.84,38
2050,9,332,2,33063.34,28
2051,813,462,4,19562.12,34
2053,175,161,2,504.11,5
2054,993,112,3,5261.04,38
2056,952,399,4,32076.61,40
2057,994,139,2,26896.37,34
